of	IN
the	DT
same	JJ
or	CC
different	JJ
sources	NNS
;	:
the	DT
description	NN
of	IN
a	DT
text	NN
may	MD
require	VB
additional	JJ
specialized	VBN
metadata	NN
elements	NNS
,	,
for	IN
example	NN
when	WRB
describing	VBG
manuscript	NN
material	NN
in	IN
detail	NN
.	.
The	DT
TEI	NNP
provides	VBZ
mechanisms	NNS
to	TO
support	VB
all	DT
of	IN
these	DT
and	CC
many	JJ
other	JJ
use	NN
cases	NNS
.	.
The	DT
architecture	NN
permits	VBZ
elements	NNS
and	CC
attributes	NNS
from	IN
any	DT
combination	NN
of	IN
modules	NNS
to	TO
co-exist	VB
within	IN
a	DT
single	JJ
schema	NN
.	.
Within	IN
particular	JJ
modules	NNS
,	,
elements	NNS
and	CC
attributes	NNS
are	VBP
provided	VBN
to	TO
support	VB
differing	VBG
views	NNS
of	IN
the	DT
granularity	NN
of	IN
a	DT
text	NN
,	,
for	IN
example	NN
:	:
a	DT
definition	NN
of	IN
a	DT
corpus	NN
or	CC
collection	NN
as	IN
a	DT
series	NN
of	IN
TEI	NNP
documents	NNS
,	,
sharing	VBG
a	DT
common	JJ
TEI	NNP
header	NN
(	-LRB-
see	VB
chapter	NN
)	-RRB-
a	DT
definition	NN
of	IN
composite	JJ
texts	NNS
which	WDT
combine	VBP
optional	JJ
front	NN
-	:
and	CC
back-matter	JJ
with	IN
a	DT
group	NN
of	IN
collected	VBN
texts	NNS
,	,
themselves	PRP
possibly	RB
composite	JJ
(	-LRB-
see	VB
section	NN
)	-RRB-
an	DT
element	NN
for	IN
the	DT
representation	NN
of	IN
embedded	JJ
texts	NNS
,	,
where	WRB
one	CD
narrative	NN
appears	VBZ
to	TO
float	VB
within	IN
another	DT
(	-LRB-
see	VB
section	NN
)	-RRB-
Subsequent	JJ
chapters	NNS
of	IN
these	DT
Guidelines	NNS
describe	VBP
in	IN
detail	NN
markup	NN
constructs	NNS
appropriate	JJ
for	IN
these	DT
and	CC
many	JJ
other	JJ
possible	JJ
features	NNS
of	IN
interest	NN
.	.
The	DT
markup	NN
constructs	NNS
can	MD
be	VB
combined	VBN
as	IN
needed	VBN
for	IN
any	DT
given	VBN
set	NN
of	IN
applications	NNS
or	CC
project	NN
.	.
For	IN
example	NN
,	,
a	DT
project	NN
aiming	VBG
to	TO
produce	VB
an	DT
ambitious	JJ
digital	JJ
edition	NN
of	IN
a	DT
collection	NN
of	IN
manuscript	NN
materials	NNS
,	,
to	TO
include	VB
detailed	JJ
metadata	NN
about	IN
each	DT
source	NN
,	,
digital	JJ
images	NNS
of	IN
the	DT
content	NN
,	,
along	IN
with	IN
a	DT
detailed	JJ
transcription	NN
of	IN
each	DT
source	NN
,	,
and	CC
a	DT
supporting	VBG
biographical	JJ
and	CC
geographical	JJ
database	NN
might	MD
need	VB
a	DT
schema	NN
combining	VBG
several	JJ
modules	NNS
,	,
as	IN
follows	VBZ
:	:
Alternatively	RB
,	,
a	DT
simpler	JJR
schema	NN
might	MD
be	VB
used	VBN
for	IN
a	DT
part	NN
of	IN
such	PDT
a	DT
project	NN
:	:
those	DT
preparing	VBG
the	DT
transcriptions	NNS
,	,
for	IN
example	NN
,	,
might	MD
need	VB
only	RB
elements	NNS
from	IN
the	DT
core	NN
,	,
textstructure	NN
,	,
and	CC
transcr	NN
modules	NNS
,	,
and	CC
might	MD
therefore	RB
prefer	VB
to	TO
use	VB
a	DT
simpler	JJR
schema	NN
such	JJ
as	IN
that	DT
generated	VBN
by	IN
the	DT
following	NN
:	:
The	DT
TEI	NNP
architecture	NN
also	RB
supports	VBZ
more	JJR
detailed	JJ
customization	NN
beyond	IN
the	DT
simple	JJ
selection	NN
of	IN
modules	NNS
.	.
A	DT
schema	NN
may	MD
suppress	VB
elements	NNS
from	IN
a	DT
module	NN
,	,
suppress	VBP
some	DT
of	IN
their	PRP$
attributes	NNS
,	,
change	VB
their	PRP$
names	NNS
,	,
or	CC
even	RB
add	VB
new	JJ
elements	NNS
and	CC
attributes	NNS
.	.
Detailed	JJ
discussion	NN
of	IN
the	DT
kind	NN
of	IN
modification	NN
possible	JJ
in	IN
this	DT
way	NN
is	VBZ
provided	VBN
in	IN
and	CC
conformance	NN
rules	NNS
relating	VBG
to	TO
their	PRP$
application	NN
are	VBP
discussed	VBN
in	IN
.	.
These	DT
facilities	NNS
are	VBP
available	JJ
for	IN
any	DT
schema	NN
language	NN
(	-LRB-
though	IN
some	DT
features	NNS
may	MD
not	RB
be	VB
available	JJ
in	IN
all	DT
languages	NNS
)	-RRB-
.	.
The	DT
ODD	JJ
language	NN
also	RB
makes	VBZ
it	PRP
possible	JJ
to	TO
combine	VB
TEI	NNP
and	CC
non-TEI	JJ
modules	NNS
into	IN
a	DT
single	JJ
schema	NN
,	,
provided	VBD
that	IN
the	DT
non-TEI	JJ
module	NN
is	VBZ
expressed	VBN
using	VBG
the	DT
RELAX	NNP
NG	NNP
schema	NN
language	NN
(	-LRB-
see	VB
further	RB
)	-RRB-
.	.
The	DT
TEI	NNP
Class	NNP
System	NNP
The	NNP
TEI	NNP
scheme	NN
distinguishes	VBZ
about	IN
five	CD
hundred	CD
different	JJ
elements	NNS
.	.
To	TO
aid	VB
comprehension	NN
,	,
modularity	NN
,	,
and	CC
modification	NN
,	,
the	DT
majority	NN
of	IN
these	DT
elements	NNS
are	VBP
formally	RB
classified	VBN
in	IN
some	DT
way	NN
.	.
Classes	NNS
are	VBP
used	VBN
to	TO
express	VB
two	CD
distinct	JJ
kinds	NNS
of	IN
commonality	NN
among	IN
elements	NNS
.	.
The	DT
elements	NNS
of	IN
a	DT
class	NN
may	MD
share	VB
some	DT
set	NN
of	IN
attributes	NNS
,	,
or	CC
they	PRP
may	MD
appear	VB
in	IN
the	DT
same	JJ
locations	NNS
in	IN
a	DT
content	NN
model	NN
.	.
A	DT
class	NN
is	VBZ
known	VBN
as	IN
an	DT
attribute	NN
class	NN
if	IN
its	PRP$
members	NNS
share	VBP
attributes	NNS
,	,
and	CC
as	IN
a	DT
model	NN
class	NN
if	IN
its	PRP$
members	NNS
appear	VBP
in	IN
the	DT
same	JJ
locations	NNS
.	.
In	IN
either	DT
case	NN
,	,
an	DT
element	NN
is	VBZ
said	VBN
to	TO
inherit	VB
properties	NNS
from	IN
any	DT
classes	NNS
of	IN
which	WDT
it	PRP
is	VBZ
a	DT
member	NN
.	.
Classes	NNS
(	-LRB-
and	CC
therefore	RB
elements	NNS
which	WDT
are	VBP
members	NNS
of	IN
those	DT
classes	NNS
)	-RRB-
may	MD
also	RB
inherit	VB
properties	NNS
from	IN
other	JJ
classes	NNS
.	.
For	IN
example	NN
,	,
supposing	VBG
that	IN
class	NN
A	NN
is	VBZ
a	DT
member	NN
(	-LRB-
or	CC
a	DT
subclass	NN
)	-RRB-
of	IN
class	NN
B	NN
,	,
any	DT
element	NN
which	WDT
is	VBZ
a	DT
member	NN
of	IN
class	NN
A	NN
will	MD
inherit	VB
not	RB
only	RB
the	DT
properties	NNS
defined	VBN
by	IN
class	NN
A	NN
,	,
but	CC
also	RB
those	DT
defined	VBN
by	IN
class	NN
B	NN
.	.
In	IN
such	PDT
a	DT
situation	NN
,	,
we	PRP
also	RB
say	VBP
that	IN
class	NN
B	NN
is	VBZ
a	DT
superclass	NN
of	IN
class	NN
A	NN
.	.
The	DT
properties	NNS
of	IN
a	DT
superclass	NN
are	VBP
inherited	VBN
by	IN
all	DT
members	NNS
of	IN
its	PRP$
subclasses	NNS
.	.
A	DT
basic	JJ
understanding	NN
of	IN
the	DT
classes	NNS
into	IN
which	WDT
the	DT
TEI	NNP
scheme	NN
is	VBZ
organized	VBN
is	VBZ
strongly	RB
recommended	VBN
and	CC
is	VBZ
essential	JJ
for	IN
any	DT
